,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
6387,6570,BMW X4 M Sport X xDrive20d,2019,5500000,8500.0,Central,Texas,San Juan,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,N
6388,6571,Honda Amaze V CVT Petrol BSIV,2019,779000,7032.0,Central,Texas,San Juan,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,N
6389,6572,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000.0,Central,Texas,San Juan,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,N
6390,6573,Volvo V40 D3 R-Design,2018,2475000,2000.0,South,Florida,Poinciana,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,N
6391,6574,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000.0,South,Florida,Poinciana,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,N
6392,6575,Lexus ES 300h,2019,5150000,20000.0,South,Florida,Poinciana,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,N
6393,6576,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000.0,South,Florida,Poinciana,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,N
6394,6577,Tata Safari Storme EX,2015,503000,110000.0,West,Arizona,Glendale,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,N
6395,6578,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000.0,West,Arizona,Glendale,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5,N
6396,6579,Toyota Camry 2.5 Hybrid,2016,2000000,68089.0,West,Arizona,Goodyear,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,N
6397,6580,Maruti Wagon R LXI,2013,225000,58343.0,West,Arizona,Kingman,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
6398,6581,Maruti Baleno Alpha 1.3,2018,740000,38817.0,West,Arizona,Goodyear,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
6399,6582,Honda Jazz VX,2016,550000,56494.0,West,Arizona,Goodyear,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,N
6400,6583,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328.0,West,Arizona,Goodyear,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,N
6401,6584,Maruti Swift AMT VVT VXI,2019,650000,5621.0,West,Arizona,Goodyear,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
6402,6585,Toyota Etios VX,2017,625000,25538.0,West,Arizona,Kingman,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,N
6403,6586,Maruti Swift AMT ZXI,2018,600000,69779.0,Central,Michigan,Walker,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
6404,6587,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290.0,Central,Michigan,Walker,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,N
6405,6588,BMW X4 M Sport X xDrive20d,2019,5400000,7500.0,East,Ohio,Shaker Heights,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,N
6406,6589,BMW X4 M Sport X xDrive20d,2019,5500000,8500.0,Central,Michigan,Holland,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,N
6407,6590,Honda Amaze V CVT Petrol BSIV,2019,779000,7032.0,Central,Michigan,Holland,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,N
6408,6591,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000.0,Central,Michigan,Inkster,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,N
6409,6592,Volvo V40 D3 R-Design,2018,2475000,2000.0,Central,Michigan,Inkster,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,N
6410,6593,Maruti Swift Dzire LDI,2019,558000,70000.0,Central,Michigan,Jackson,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,N
6411,6594,Hyundai Santro Xing GLS,2010,165000,56000.0,Central,Michigan,Jackson,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,N
6412,6595,Hyundai i20 Sportz 1.4 CRDi,2012,300000,80000.0,Central,Michigan,Inkster,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5,N
6413,6596,Hyundai Santro Magna BSIV,2019,500000,5000.0,Central,Michigan,Inkster,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5,N
6414,6597,Mahindra XUV500 W8 4WD,2012,900000,100000.0,Central,Michigan,Inkster,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
6415,6598,BMW X5 3.0d,2008,830000,60000.0,Central,Michigan,Jackson,Diesel,Individual,Automatic,Third Owner,11.0 kmpl,2993 CC,235 bhp,"53@ 2,000-2,750(kgm@ rpm)",5,N
6416,6600,Skoda Rapid 1.5 TDI Ambition,2014,640000,65000.0,South,Arkansas,West Memphis,Diesel,Individual,Manual,Second Owner,21.14 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5,N
6417,6601,Mahindra Scorpio S10 7 Seater,2015,900000,70000.0,South,Arkansas,West Memphis,Diesel,Individual,Manual,Third Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,N
6418,6602,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,450000,60000.0,South,Arkansas,Russellville,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7,N
6419,6603,Maruti Ciaz 1.3 Alpha,2018,825000,82000.0,South,Arkansas,Sherwood,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,N
6420,6604,Tata Aria Pleasure 4x2,2013,500000,80000.0,South,Arkansas,Sherwood,Diesel,Individual,Manual,Second Owner,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,N
6421,6605,Mahindra KUV 100 mFALCON G80 K6 AW,2017,325000,5000.0,South,Arkansas,Sherwood,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,N
6422,6606,Renault Duster 110PS Diesel RxL,2014,450000,133000.0,South,Arkansas,Sherwood,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,N
6423,6607,Honda WR-V i-VTEC VX,2017,675000,25000.0,South,Arkansas,Russellville,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,N
6424,6608,Tata Zest Revotron 1.2 XT,2017,415000,15000.0,South,Arkansas,Springdale,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,N
6425,6609,Hyundai Creta 1.4 CRDi S,2017,1100000,40000.0,South,Arkansas,Sherwood,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,N
6426,6610,Volkswagen Ameo 1.2 MPI Comfortline,2016,500000,35000.0,South,Arkansas,Sherwood,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5,N
6427,6611,Mahindra Bolero 2011-2019 ZLX,2014,509999,70000.0,East,Massachusetts,Bridgewater,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,N
6428,6612,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,200000,152000.0,South,Arkansas,Springdale,Diesel,Individual,Manual,Fourth & Above Owner,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,9,N
6429,6613,Maruti 800 AC BSIII,2007,60000,100000.0,South,Arkansas,West Memphis,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
6430,6614,Hyundai Verna 1.6 CRDI,2013,500000,80000.0,South,Arkansas,West Memphis,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,N
6431,6615,Tata Indica V2 DLE BSII,2009,45000,100000.0,South,Arkansas,West Memphis,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5,N
6432,6616,Renault KWID RXT,2017,270000,50000.0,East,New York,Woodmere,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,N
6433,6617,Hyundai i20 Active 1.2 S,2017,550000,40000.0,East,New York,Woodmere,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,N
6434,6618,Renault KWID 1.0 RXT Optional,2016,235000,60000.0,East,Maryland,Waldorf,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,N
6435,6619,Hyundai i20 1.2 Spotz,2018,600000,40000.0,East,Maryland,Waldorf,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,N
6436,6620,Honda Jazz 1.5 VX i DTEC,2015,525000,60000.0,East,Maryland,Waldorf,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,N
6437,6621,Maruti Swift VDI,2012,325000,90000.0,East,New York,Woodmere,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
6438,6622,Maruti Swift Dzire ZDI,2014,420000,90000.0,East,Maryland,Waldorf,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
6439,6623,Maruti Alto K10 LXI,2014,229999,60000.0,East,Maryland,Waldorf,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
6440,6624,Maruti Swift Dzire ZDI,2013,375000,80000.0,South,South Carolina,Taylors,Diesel,Individual,Manual,Fourth & Above Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
6441,6625,Mahindra Scorpio VLX 2WD BSIV,2012,750000,120000.0,East,New York,Woodmere,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,N
6442,6626,Tata Tiago 1.2 Revotron XZ,2018,400000,40000.0,East,New York,Woodmere,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
6443,6627,Mahindra XUV500 W6 2WD,2013,600000,91000.0,South,Florida,Brandon,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
6444,6628,Hyundai Santro Xing XK eRLX Euro II,2008,110000,80000.0,South,Florida,Bradenton,Petrol,Individual,Manual,Third Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5,N
6445,6629,Maruti 800 AC,2007,45000,73257.0,South,Florida,Coconut Creek,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
6446,6630,Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,80000.0,South,Florida,Bradenton,Diesel,Individual,Manual,First Owner,0.0 kmpl,2523 CC,70 bhp,200Nm@ 1400-2200rpm,2,N
6447,6631,Tata Tiago 2019-2020 XZ,2020,500000,15000.0,South,Florida,Coconut Creek,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5,N
6448,6632,Hyundai Verna CRDi SX ABS,2007,250000,110000.0,South,Florida,Brandon,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,N
6449,6633,Skoda Rapid 1.5 TDI Ambition BSIV,2018,950000,40000.0,South,Florida,Brandon,Diesel,Individual,Manual,First Owner,21.13 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-2500rpm,5,N
6450,6634,Nissan Sunny Diesel XV,2013,375000,212000.0,South,Florida,Brandon,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,N
6451,6635,Maruti Swift Dzire ZDI,2018,780000,30000.0,South,Florida,Bradenton,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,N
6452,6636,Hyundai Santro Asta BSIV,2018,575000,30000.0,South,Florida,Coconut Creek,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5,N
6453,6637,Hyundai i20 1.2 Spotz,2017,563000,30000.0,South,Florida,Bradenton,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,N
6454,6638,Tata Tiago 1.2 Revotron XZ,2017,450000,15000.0,South,Florida,Coconut Creek,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
6455,6639,Toyota Innova Crysta 2.4 ZX AT,2020,2300000,1000.0,South,Florida,Coconut Creek,Diesel,Individual,Automatic,First Owner,13.68 kmpl,2393 CC,147.51 bhp,360Nm@ 1400-2600rpm,7,N
6456,6640,Maruti 800 AC,1999,80000,26320.0,South,Alabama,Enterprise,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
6457,6641,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,320000,135000.0,South,Alabama,Enterprise,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,N
6458,6642,Honda Civic 1.8 V MT,2008,375000,100000.0,South,Alabama,Florence,Petrol,Individual,Manual,Third Owner,13.5 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5,N
6459,6643,Maruti Eeco 5 Seater AC BSIV,2017,400000,120000.0,South,Alabama,Florence,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5,N
6460,6644,Mahindra Xylo E8 ABS Airbag,2011,600000,230000.0,South,Alabama,Florence,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7,N
6461,6645,Renault KWID 1.0 RXT Optional,2016,315000,60000.0,South,Alabama,Enterprise,Petrol,Individual,Manual,Second Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,N
6462,6646,BMW 3 Series 320d Highline,2012,1100000,80000.0,South,Alabama,Enterprise,Diesel,Individual,Automatic,Second Owner,16.07 kmpl,1995 CC,181 bhp,380Nm@ 1750-3000rpm,5,N
6463,6647,Maruti Swift Dzire VDi,2010,350000,190000.0,South,Alabama,Florence,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,N
6464,6648,Maruti Eeco 5 Seater AC BSIV,2016,375000,120000.0,South,Alabama,Florence,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5,N
6465,6649,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,217000.0,South,Alabama,Florence,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8,N
6466,6651,Maruti Celerio VXI,2015,350000,29000.0,South,Alabama,Florence,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
6467,6653,Maruti Wagon R LX Minor,2010,120000,120000.0,West,California,Salinas,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,N
6468,6654,Mahindra XUV500 W6 2WD,2015,819999,90000.0,East,Connecticut,Stamford,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
6469,6655,Hyundai i20 1.2 Asta Option,2018,700000,30000.0,West,California,Salinas,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,N
6470,6656,Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000.0,West,California,Salinas,Petrol,Individual,Automatic,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
6471,6657,Hyundai Grand i10 Magna,2016,500000,56000.0,West,California,Salinas,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,N
6472,6658,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,90000.0,West,California,San Bernardino,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8,N
6473,6659,Mahindra TUV 300 T8,2015,500000,120000.0,West,California,San Carlos,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,N
6474,6660,Maruti Swift VDI BSIV,2015,490000,60000.0,West,California,San Bernardino,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
6475,6661,Maruti Swift Dzire ZDi,2008,200000,147000.0,West,California,San Bernardino,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,N
6476,6662,Maruti Wagon R VXI BSIII,2012,240000,35000.0,West,California,San Bernardino,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
6477,6663,Hyundai i20 1.2 Spotz,2018,655000,19500.0,East,New Hampshire,Portsmouth,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,N
6478,6664,Hyundai i20 Active 1.2 SX,2018,620000,38426.0,West,California,Salinas,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,N
6479,6665,Maruti Swift VXI Windsong Limited edition,2015,450000,35000.0,West,California,San Bernardino,Petrol,Individual,Manual,Second Owner,20.4 kmpl,1197 CC,83.11 bhp,115Nm@ 4000rpm,5,N
6480,6666,Maruti Wagon R LXI BS IV,2014,310000,35000.0,West,California,San Bernardino,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
6481,6667,Maruti Alto LXi,2007,150000,50000.0,West,California,San Bernardino,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
6482,6668,Chevrolet Beat Diesel LT,2012,180000,120000.0,East,Maine,Waterville,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,N
6483,6669,Tata Indica Vista TDI LS,2011,150000,120000.0,East,Vermont,Bennington,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,N
6484,6670,Ford Figo Diesel EXI,2011,160000,112000.0,West,Idaho,Rexburg,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
6485,6671,Mahindra Scorpio EX,2013,600000,70000.0,West,Idaho,Post Falls,Diesel,Individual,Manual,Third Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8,N
6486,6672,Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000.0,West,Idaho,Post Falls,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5,N
6487,6673,Tata Indigo LX,2007,120000,135000.0,West,Idaho,Rexburg,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,N
6488,6674,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,500000.0,West,Idaho,Post Falls,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7,N
6489,6675,Tata Indigo TDI,2012,135000,146000.0,West,Idaho,Post Falls,Diesel,Individual,Manual,First Owner,19.61 kmpl,1405 CC,70 bhp,135.4Nm@ 2500,5,N
6490,6676,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,610000,10000.0,West,Idaho,Rexburg,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,N
6491,6677,Volkswagen Polo 1.5 TDI Comfortline,2020,260000,50000.0,West,Idaho,Rexburg,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.5 bhp,230Nm@ 1500-2500rpm,5,N
6492,6678,Hyundai Xcent 1.2 VTVT S,2017,500000,25000.0,West,Idaho,Post Falls,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,N
6493,6679,Renault KWID 1.0,2016,220000,20000.0,West,Idaho,Post Falls,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,N
6494,6680,Honda Civic 1.8 S MT,2006,121000,70000.0,West,Idaho,Post Falls,Petrol,Individual,Manual,Second Owner,13.5 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5,N
6495,6681,Tata Indigo CS eLX BS IV,2017,350000,50000.0,West,Idaho,Rexburg,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5,N
6496,6682,Audi Q3 35 TDI Quattro Technology,2018,2200000,25000.0,South,Louisiana,Lafayette,Diesel,Individual,Automatic,Second Owner,15.17 kmpl,1968 CC,181 bhp,380Nm@ 1750-3000rpm,5,N
6497,6683,Hyundai i20 1.4 CRDi Asta,2011,280000,100000.0,South,Louisiana,Lafayette,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,N
6498,6684,Tata Nexon 1.2 Revotron XZ Plus,2020,919999,20000.0,East,Maine,Sanford,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,N
6499,6685,Hyundai i20 1.4 CRDi Asta,2011,320000,155000.0,East,New Hampshire,Goffstown,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,N
6500,6686,Ford Figo Diesel LXI,2012,140000,70000.0,East,Maine,Westbrook,Diesel,Individual,Manual,Fourth & Above Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
6501,6687,Maruti SX4 VDI,2012,310000,25000.0,East,New Jersey,Fair Lawn,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5,N
6502,6688,Maruti 800 EX 5 Speed,2006,65000,120000.0,East,Vermont,Essex Junction,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
6503,6689,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,300000,90000.0,Central,Oklahoma,Altus,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7,N
6504,6690,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000.0,West,Colorado,Broomfield,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,N
6505,6691,Lexus ES 300h,2019,5150000,20000.0,West,Colorado,Castle Rock,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,N
6506,6692,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000.0,West,Colorado,Broomfield,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,N
6507,6693,Tata Safari Storme EX,2015,503000,110000.0,West,Colorado,Castle Rock,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,N
6508,6694,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000.0,West,Colorado,Castle Rock,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5,N
6509,6695,Toyota Camry 2.5 Hybrid,2016,2000000,68089.0,West,Colorado,Broomfield,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,N
6510,6696,Maruti Wagon R LXI,2013,225000,58343.0,West,Colorado,Castle Rock,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
6511,6697,Maruti Baleno Alpha 1.3,2018,740000,38817.0,West,Colorado,Broomfield,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
6512,6698,Honda Jazz VX,2016,550000,56494.0,South,Kentucky,Danville,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,N
6513,6699,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328.0,West,Colorado,Broomfield,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,N
6514,6700,Maruti Swift AMT VVT VXI,2019,650000,5621.0,South,Kentucky,Danville,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
6515,6701,Toyota Etios VX,2017,625000,25538.0,South,Kentucky,Danville,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,N
